density,pH,alcohol,quality,wineType,satisfied,price
0.9978,2.99,8.8,5,W,Yes,8.72
0.9978,3,8.7,5,W,Yes,8.6
0.9978,3,8.7,5,W,Yes,8.6
0.9978,2.99,8.8,5,W,Yes,8.72
0.9912,3.21,11.7,7,W,No,23.11
0.9928,3.23,10.9,6,W,No,18.35
0.9928,3.23,10.8,6,W,No,18.26
0.993,3.12,9.6,6,W,No,17.06
0.9993,3.18,9,5,W,Yes,7.65
0.9965,2.85,9,5,W,Yes,6.89
0.9937,3.36,10.4,6,W,No,11.97
0.9913,3.23,11.4,5,W,Yes,16.55
0.9934,3.26,9.3,5,W,Yes,12.86
0.9952,3.33,11,8,W,No,13.13
0.9983,3.32,9.1,4,W,Yes,5.56
0.9957,3.23,9.4,6,W,No,11.26
0.9957,3.23,9.4,6,W,No,11.26
0.9916,3.18,10.5,6,W,No,18.61
0.9999,3.22,8.8,5,W,Yes,9.39
0.9999,3.22,8.8,5,W,Yes,9.39
0.9936,3.26,10.7,6,W,No,14.89
0.9972,3.33,9.5,5,W,Yes,6.66
0.9933,3.43,10.9,6,W,No,14.57
0.9934,3.49,10.8,6,W,No,14.07
0.9931,3.41,10.8,7,W,No,17.47
0.9976,3.1,9.2,5,W,Yes,7.94
0.9937,3.3,10.3,5,W,Yes,10.61
0.9937,3.3,10.3,5,W,Yes,9.81
0.991,3.34,11,7,W,No,21.85
0.9979,3.25,9,4,W,Yes,6.82
0.9971,3.36,10.4,6,W,No,9.67
0.9969,3.31,9.5,5,W,Yes,7.85
0.9968,3.31,9.5,5,W,Yes,7.95
0.9961,3.24,9,5,W,Yes,6.09
0.993,3.09,9.5,4,W,Yes,11.2
0.9973,3.16,9,6,W,No,9.89
0.9944,3.16,10,5,W,Yes,9.92
0.9986,3.07,9.1,7,W,No,6.35
0.9986,3.07,9.1,7,W,No,6.35
0.9986,3.07,9.1,7,W,No,6.35
0.9986,3.07,9.1,7,W,No,6.35
0.9972,3.34,9.5,6,W,No,9.77
0.9917,3.33,11.4,7,W,No,21.46
0.992,3.11,12.2,6,W,No,18.24
0.9932,3.04,11.3,6,W,No,17.4
0.9936,3.25,10.2,5,W,Yes,12.49
0.9915,3.24,11.3,5,W,Yes,14.34
0.9922,3.15,10,4,W,Yes,11.3
0.9934,3.15,9.4,5,W,Yes,13.02
0.9952,3.37,12.2,7,W,No,11.34
0.9972,3.4,9.2,4,W,Yes,7.52
0.9934,3.15,9.4,5,W,Yes,13.02
0.9958,3.35,9.6,6,W,No,9.79
0.9944,3.28,9.5,5,W,Yes,13.08
0.9908,3.35,12.5,6,W,No,20.69
0.9958,3.35,9.6,6,W,No,9.79
0.9925,3.35,10,6,W,No,16.61
0.9966,3.18,9.3,5,W,Yes,8.02
0.9972,3.14,9.3,6,W,No,8.57
0.9912,3.29,11.6,6,W,No,19.46
0.995,3.38,12.5,8,W,No,15.09
0.9928,3.36,10.6,6,W,No,16.83
0.9968,3.08,9.4,5,W,Yes,9.56
0.9955,3.19,9.1,6,W,No,10.22
0.9981,3.23,9,6,W,No,9.72
0.991,3.42,11.8,7,W,No,19.4
0.991,3.42,11.8,7,W,No,19.4
0.991,3.42,11.8,7,W,No,19.4
0.992,3.17,10,5,W,Yes,14.37
0.9931,3.06,9.7,5,W,Yes,14.55
0.997,3.24,9.5,6,W,No,6.29
0.9948,3.12,9.4,5,W,Yes,10.56
0.9923,3.03,11.2,5,W,Yes,16.78
0.9976,3.25,9,5,W,Yes,5.65
0.9938,3.3,10.7,7,W,No,17.2
0.9984,3.08,9,4,W,Yes,6.31
0.9972,3.14,9.1,6,W,No,6.69
0.9922,3.26,10.8,7,W,No,21.19
0.9935,3.31,10.1,4,W,Yes,10.31
0.9944,3.17,9.9,6,W,No,12.34
0.9942,3.17,9.8,5,W,Yes,9.16
0.9944,3.17,9.8,5,W,Yes,9.16
0.9997,3.16,9.5,6,W,No,5.54
0.9977,3.23,9.5,5,W,Yes,5.01
0.9912,3.23,11.1,6,W,No,19.62
0.9982,3.06,9.5,5,W,Yes,5.72
0.9982,3.06,9.5,5,W,Yes,5.72
0.9983,3.06,9.4,5,W,Yes,6.16
0.998,3.06,9.7,5,W,Yes,7.75
0.9894,3.41,13.9,7,W,No,26.13
0.9927,3.22,10.1,4,W,Yes,11.35
0.9917,3.12,10.5,6,W,No,19.09
0.9904,3.42,12.6,6,W,No,18.51
0.993,2.89,10.9,5,W,Yes,12.76
0.9941,3.15,10,5,W,Yes,9.57
0.9943,3.13,11.2,6,W,No,17.07
0.99855,3.11,10,6,W,No,5.39
0.99345,3.14,9.2,5,W,Yes,13.65
0.998,3.35,9.5,5,W,Yes,7.08
0.9916,3.1,12.3,6,W,No,22.21
0.9916,3.1,12.3,6,W,No,22.21
0.99475,3.32,10,5,W,Yes,7.56
0.99325,3.41,10.8,6,W,No,16.3
0.9933,3.49,10.5,7,W,No,19.36
0.9969,3.06,9.2,6,W,No,8.84
1.0002,2.96,9.1,5,W,Yes,8.38
0.9933,3.49,10.5,7,W,No,19.36
0.9937,3.45,10.2,7,W,No,18.9
0.99685,3.02,8.9,5,W,Yes,5.74
0.99455,3.5,10.4,5,W,Yes,13.36
0.9917,3.37,11.7,6,W,No,19.23
0.99035,3.26,12.4,8,W,No,29.13
0.9914,3.14,10.9,7,W,No,22.5
0.99225,3.15,10.2,5,W,Yes,14.99
0.99155,3.37,11.7,7,W,No,21.5
0.9954,2.99,9.4,5,W,Yes,7.72
0.99455,3.35,10.5,5,W,Yes,10.37
0.9924,3.12,9.4,5,W,Yes,14.26
0.99695,3.35,10.4,6,W,No,9.83
0.99655,3.25,9.5,6,W,No,7.54
0.9934,3.01,11.1,7,W,No,19.81
0.998,3.02,9.1,6,W,No,8.68
0.9971,3.28,9.2,5,W,Yes,9.22
0.9948,3.14,9.6,6,W,No,12.84
0.998,3.02,9.1,6,W,No,8.68
0.9971,3.28,9.2,5,W,Yes,9.22
0.99215,3.17,10.8,7,W,No,20.05
0.9948,3.14,9.6,6,W,No,12.84
0.9915,3.31,12.6,3,W,Yes,6.82
0.99115,3.44,11,6,W,No,17.69
0.9932,3.28,10.2,6,W,No,16.66
0.9977,3.33,9.4,5,W,Yes,6.61
0.99535,3.17,10,5,W,Yes,8.27
0.99165,3.26,12.2,6,W,No,20.35
0.9953,3.22,10.5,6,W,No,11.07
0.9928,3.04,11.5,6,W,No,15.1
0.9958,3.3,9.8,6,W,No,9.72
0.9928,3.04,11.4,6,W,No,15.15
0.9928,3.04,11.5,6,W,No,15.1
0.9964,3.15,10.2,6,W,No,9.43
0.9987,3.16,9.4,6,W,No,8.85
0.9953,3.22,10.5,6,W,No,11.07
0.9932,3.09,9.1,5,W,Yes,12.52
0.9907,3.25,12.2,7,W,No,24.48
0.99755,3.42,9.5,5,W,Yes,7.79
0.99935,3.4,9.3,6,W,No,6.21
0.9932,3.3,9.8,7,W,No,19.59
0.9932,3.3,9.8,7,W,No,19.59
0.9958,3.3,9.8,6,W,No,9.72
0.99585,3.3,9.8,6,W,No,9.72
1.00055,3,8.7,5,W,Yes,9.8
0.9985,3.37,10.2,6,W,No,5.44
0.99505,3.22,9.5,6,W,No,12.7
0.992,2.94,11,6,W,No,20.85
0.9988,3.08,9.2,5,W,Yes,6.54
0.99175,3.21,10.9,6,W,No,18.77
0.9962,3.42,9.3,7,W,No,10.24
0.9962,3.42,9.3,7,W,No,10.24
0.9942,3.41,9.8,7,W,No,14.92
0.9927,3.12,9.3,7,W,No,19.77
0.9927,3.12,9.3,7,W,No,19.77
0.99985,3.4,9.4,5,W,Yes,7.88
0.997,3.2,10.4,9,W,No,18.65
0.9918,3.24,12.1,6,W,No,20.21
0.99215,3.02,11,6,W,No,20.35
0.99865,3.12,9,5,W,Yes,5.72
0.9992,3.37,9.5,7,W,No,9.73
1.0006,3.28,8.8,8,W,No,7.36
0.99135,3.37,11.2,4,W,Yes,11.89
0.99715,3.08,9.3,6,W,No,8.62
0.9992,3.37,9.5,7,W,No,9.73
1.0006,3.28,8.8,8,W,No,7.36
0.99865,3.12,9,5,W,Yes,5.72
0.99815,3.27,9.3,6,W,No,6.46
0.99815,3.27,9.2,6,W,No,5.88
0.99815,3.27,9.2,6,W,No,5.88
0.9949,3.46,10,7,W,No,13.23
0.99815,3.27,9.3,6,W,No,6.46
0.99815,3.27,9.2,6,W,No,5.88
0.99225,3.39,10.9,7,W,No,20.51
0.99445,3.1,10,5,W,Yes,11.23
0.99225,3.39,10.9,7,W,No,20.51
0.99335,3.03,9.3,5,W,Yes,13.95
0.99625,3.09,9,5,W,Yes,7.26
0.9971,3.02,9.2,6,W,No,9.48
0.9983,3.28,9.6,6,W,No,5.06
0.99445,3.42,9.4,6,W,No,11.69
0.99085,3.34,11.1,8,W,No,25.19
0.9977,3.06,8.9,6,W,No,6.25
0.9953,3.19,9.3,5,W,Yes,7.78
0.99775,3.07,9.3,5,W,Yes,8.55
0.99795,3.41,9.8,7,W,No,8.72
0.99505,3.22,9.8,6,W,No,11.66
0.9977,3.06,8.9,6,W,No,6.25
0.9975,3.17,9.6,5,W,Yes,6.94
0.99745,3.16,9.6,6,W,No,5.13
0.9976,3.15,9,6,W,No,5.14
0.99775,3.17,9.5,6,W,No,9.58
0.9953,3.19,9.3,5,W,Yes,7.78
0.9932,3.21,9.2,6,W,No,15.7
0.99405,3.42,9.1,7,W,No,17.53
1,3.38,9.5,6,W,No,5.36
0.99785,3.03,10.5,6,W,No,5.19
0.9939,3.01,9,5,W,Yes,12.15
0.9939,3.16,11.7,5,W,Yes,13.41
0.99675,3.2,9.1,5,W,Yes,5.32
0.9939,3.01,9,5,W,Yes,12.15
0.99675,3.2,9.1,5,W,Yes,5.32
0.98965,3.41,12.4,9,W,No,31.13
0.9971,2.96,9.2,6,W,No,8.45
0.99445,3.3,9.4,5,W,Yes,8.84
0.9945,3.34,9.6,6,W,No,11.05
0.9939,3.16,11.7,5,W,Yes,13.41
0.9958,3.26,9.8,6,W,No,10.84
0.9956,3.33,10.2,6,W,No,10.28
0.99055,3.28,12.5,9,W,No,32.3
0.9959,3.16,10.9,7,W,No,13.45
0.9925,3.16,11,7,W,No,23.17
0.9963,3.72,10.5,6,W,No,15.24
0.9935,3.05,11.5,4,W,Yes,9.58
0.99105,3.36,12.8,8,W,No,27.78
0.99045,3.18,12.2,6,W,No,21.72
0.9963,3.72,10.5,6,W,No,15.24
0.99155,3.14,12.8,8,W,No,28.31
0.99085,3.25,11.9,8,W,No,27.19
0.99085,3.25,11.9,8,W,No,27.19
0.99085,3.25,11.9,8,W,No,27.19
0.9924,3.16,12,7,W,No,20.58
0.9924,3.16,12,7,W,No,20.28
0.99975,3.12,8.8,7,W,No,6.34
0.99975,3.12,8.8,7,W,No,6.34
0.99315,3.21,10.8,7,W,No,21.85
0.9917,3.3,11,8,W,No,25.07
0.9917,3.3,11,8,W,No,25.07
0.99845,3.02,9.3,5,W,Yes,5
0.9921,3.08,10.8,5,W,Yes,16.33
0.99975,3.12,8.8,7,W,No,6.34
0.9909,3.31,11.5,6,W,No,19.05
0.99315,3.21,10.8,7,W,No,21.85
0.99855,3.1,9.4,5,W,Yes,6.56
0.9934,3.27,9.5,7,W,No,19.04
0.9978,3.06,8.6,5,W,Yes,7.95
0.9934,3.27,9.5,7,W,No,19.04
0.9949,3.49,10.3,7,W,No,18.56
0.99855,3.1,9.4,5,W,Yes,6.56
0.9986,3.1,9.4,5,W,Yes,6.46
0.99725,3.17,10,7,W,No,11.88
0.9946,3.18,9.4,5,W,Yes,9.98
0.99255,3.22,10.4,8,W,No,24.14
0.9996,3.29,9.1,7,W,No,5.16
0.9939,3.36,9.9,6,W,No,11.18
0.99,3.24,12.1,6,W,No,20.71
0.9937,3.35,9.9,5,W,Yes,8.28
0.9886,3.12,12.5,6,W,No,21.84
0.9934,3.27,9.5,7,W,No,19.04
1,3.24,8.5,8,W,No,8.39
0.9994,3.28,9,7,W,No,9.81
0.9926,3.19,10.1,6,W,No,17.8
0.9956,3.04,9.4,5,W,Yes,5.76
0.9978,3.06,8.6,5,W,Yes,7.95
0.9915,3.06,10.7,6,W,No,16.98
0.9939,2.89,9.6,3,W,Yes,8.57
0.9932,3.35,10.1,5,W,Yes,13.77
0.993,3.2,10,7,W,No,19.68
0.9898,3.28,12.7,9,W,No,30.65
0.9921,3.19,10.2,6,W,No,17.58
0.9932,3.23,8.9,6,W,No,15.13
0.9919,3.41,11.9,8,W,No,25.72
0.993,3.2,10,7,W,No,19.68
0.9953,3.19,9.9,6,W,No,16.72
0.9928,3.13,11.5,6,W,No,16.04
0.9928,3.13,11.5,6,W,No,16.04
0.9976,3.35,9.8,6,W,No,5.35
0.9906,3.4,12.2,7,W,No,22.52
0.9918,3.19,11.4,6,W,No,19.84
0.99185,3.37,11,7,W,No,20.85
0.9918,3.19,11.4,6,W,No,19.84
0.99185,3.37,11,7,W,No,20.85
0.994,3.3,9.9,6,W,No,11.6
0.9908,3.42,11,7,W,No,21.31
0.9928,3.58,9.4,5,W,Yes,12.13
0.9896,3.12,12.2,7,W,No,25.97
0.9908,3.42,11,7,W,No,21.31
0.9918,3.23,10.3,6,W,No,18.03
0.9952,3.22,10.5,6,W,No,10.87
0.9923,3.08,10.5,6,W,No,18.85
0.9915,3.05,10.9,6,W,No,20.04
0.9952,3.22,10.5,6,W,No,11.07
0.9947,3.32,11,7,W,No,15.29
0.9983,3.25,9.7,6,W,No,9.71
0.9975,3.08,8.9,5,W,Yes,6.65
0.995,3.2,9.6,6,W,No,10.3
0.9944,3.02,8.8,8,W,No,20.91
0.994,3.06,11.1,4,W,Yes,12.91
0.9944,3.08,10.3,4,W,Yes,12.08
0.9908,3.28,12.2,8,W,No,27.66
0.99795,3.32,9.8,4,W,Yes,7.21
0.9985,3.08,8.8,5,W,Yes,6.29
0.99425,3.15,9.9,5,W,Yes,9.91
0.99425,3.15,9.9,5,W,Yes,10.11
0.9943,3.15,9.9,5,W,Yes,9.91
0.9924,3.36,9.2,5,W,Yes,12.89
0.9946,3.24,9.5,4,W,Yes,10.53
0.9924,3.36,9.2,5,W,Yes,12.89
0.995,3.36,10.3,7,W,No,16.76
0.9919,2.93,11,6,W,No,20.93
0.99,3.06,11.9,6,W,No,21.93
0.9923,2.94,10.2,7,W,No,23.19
0.9956,3.55,9.4,7,W,No,13.94
0.9978,3.13,8.9,6,W,No,6.46
0.9978,3.13,8.9,6,W,No,6.46
0.9967,3.17,10,6,W,No,6.03
0.9934,3.45,10.7,8,W,No,22.81
0.9936,3.28,9.8,5,W,Yes,12.04
0.9932,3.36,9.3,5,W,Yes,11.04
0.9934,3.02,9.5,7,W,No,19.12
0.998,3.58,10,5,W,Yes,6.97
0.9978,3.15,9,5,W,Yes,5.71
0.9929,3.14,11.9,7,W,No,20.63
0.9974,3.08,8.9,5,W,Yes,6.85
0.99685,3.18,10,6,W,No,6.37
0.99495,3.26,9.6,5,W,Yes,7.32
0.99745,3.08,8.9,5,W,Yes,6.45
0.99505,3.12,8.9,5,W,Yes,7.56
0.992,3.08,11.4,5,W,Yes,17.11
0.9978,3.15,9,5,W,Yes,5.71
0.9956,3.36,10,6,W,No,10.56
0.9982,3.06,9.6,7,W,No,6.66
0.99485,3.14,9.7,5,W,Yes,7.95
0.9971,3.25,9.5,6,W,No,5.79
0.99265,3.54,10,7,W,No,18.17
0.9904,3.14,12.2,7,W,No,23.7
0.9965,3.28,8.7,7,W,No,10.57
0.9946,3.52,10.2,7,W,No,15.28
0.99965,2.96,9.6,5,W,Yes,6.98
0.9935,2.96,10,5,W,Yes,15.29
0.996,3.36,9.5,4,W,Yes,8.11
0.9942,3.18,11.5,5,W,Yes,11.68
0.9936,3.08,9.5,5,W,Yes,13.52
0.9965,3.08,9.8,6,W,No,9.39
0.9928,3.23,10.1,6,W,No,17.36
0.9928,2.99,10,5,W,Yes,15.42
0.9965,3.08,9.8,6,W,No,9.39
0.9936,3.08,9.5,5,W,Yes,13.52
0.9938,3.07,9.5,5,W,Yes,13.67
0.9926,3.39,10.2,7,W,No,20.16
0.9926,3.39,10.2,7,W,No,19.96
0.9983,3.03,9,6,W,No,7.42
0.9983,3.03,9,6,W,No,7.42
0.992,3.13,12.3,7,W,No,22.51
0.9983,3.03,9,6,W,No,7.42
0.9923,3.37,11.6,6,W,No,16.65
0.9972,3.28,9.5,6,W,No,9.88
0.9928,3.15,11.5,5,W,Yes,15.05
0.9928,3.13,9.6,6,W,No,16.6
0.9994,3.24,9,6,W,No,5.83
0.991,3.34,12,7,W,No,23.25
0.9906,3.33,11.4,7,W,No,22.36
0.9894,3.38,12.3,7,W,No,23.97
0.9898,3.32,12.6,7,W,No,24.87
0.9994,3.24,9,6,W,No,5.83
0.991,3.34,12,7,W,No,23.25
0.9925,3.32,11.7,6,W,No,19.34
0.9956,3.12,9.2,5,W,Yes,10.44
0.9946,3.51,10.3,6,W,No,12.71
0.9966,3.25,8.6,5,W,Yes,5.63
0.9951,3.39,10.7,7,W,No,15.39
0.9927,3.12,9.8,5,W,Yes,14.11
0.9927,3.12,9.8,6,W,No,17.35
0.9951,3.39,10.7,7,W,No,15.39
0.9894,3.5,12.5,6,W,No,19.73
0.9907,3.41,11.9,6,W,No,16.74
0.9925,3.44,10.8,5,W,Yes,14.1
0.9928,3.42,10.5,6,W,No,16.52
0.9941,3.12,10.3,6,W,No,14.51
0.9941,3.12,10.3,6,W,No,14.61
0.9925,3.44,10.8,5,W,Yes,14.1
0.9935,3.06,12,7,W,No,18.55
0.9932,2.95,10.2,6,W,No,17.35
0.9944,3.14,10.2,4,W,Yes,11.69
0.9972,3.19,9.9,5,W,Yes,5.32
0.994,3.38,10.1,4,W,Yes,10.65
0.9956,3.25,9.5,6,W,No,15.74
0.9927,3.05,10.5,6,W,No,19.06
0.9924,3.29,10.4,5,W,Yes,14.51
0.9966,3.31,9.5,6,W,No,7.42
0.9997,3.05,9.2,6,W,No,5.65
0.9936,3.05,10.1,7,W,No,21.08
0.9936,3.15,9.8,7,W,No,19.98
0.9952,3.09,9.4,5,W,Yes,8.41
0.9952,3.09,9.4,6,W,No,11.15
0.9928,3.31,10.4,7,W,No,20.69
0.9911,3.34,11.3,6,W,No,17
0.993,3.42,10.8,6,W,No,15.65
0.9911,3.34,11.3,6,W,No,17
0.9932,3.32,9.3,5,W,Yes,11.31
0.993,3.37,10.3,7,W,No,20.19
0.993,3.08,10.5,6,W,No,19.15
0.9932,3.11,10.3,6,W,No,18.47
0.9932,3.24,11.2,7,W,No,22.5
0.9943,3.15,10.3,6,W,No,17.92
0.9968,3.19,9.5,5,W,Yes,8.29
0.9994,3.66,8.9,5,W,Yes,5.44
0.9926,3.03,10.2,5,W,Yes,14.03
0.9968,2.98,9.2,5,W,Yes,9.24
0.9932,3.11,10.3,6,W,No,18.47
0.9916,2.95,10.5,6,W,No,19.96
0.9946,3.21,9.5,6,W,No,16.26
0.9925,3.11,11.4,7,W,No,24.16
0.9925,3.11,11.4,7,W,No,24.16
0.9935,3.25,11.1,8,W,No,20.27
0.9962,3.13,10.5,6,W,No,9.53
0.9928,3.51,12,6,W,No,17.71
0.993,3.38,9.7,6,W,No,15.62
0.993,3.32,10.2,6,W,No,16.83
0.9956,3.09,9.5,4,W,Yes,9.1
0.9941,3.41,10.4,7,W,No,19.85
0.9972,3.19,9.3,4,W,Yes,5.66
0.9948,3.48,10.5,6,W,No,16
0.9955,3.35,10,6,W,No,10.31
0.9972,3.49,10.2,6,W,No,10.74
0.9972,3.49,10.2,6,W,No,10.74
0.9983,2.87,9.1,3,W,Yes,6.09
0.9942,3.16,10.2,6,W,No,17.57
0.9936,3.54,10.7,5,W,Yes,13.61
0.9956,3.21,9.7,5,W,Yes,9.11
0.9953,3.37,9.3,7,W,No,14.02
0.9918,3.05,11,5,W,Yes,16.63
0.995,3.22,10.8,4,W,Yes,11.32
0.992,3.01,10.7,5,W,Yes,16.77
0.9952,3.24,10.7,4,W,Yes,8.01
1.001,2.95,8.8,5,W,Yes,9.53
0.9924,3.16,10.9,7,W,No,22.55
0.9932,3.14,10.5,5,W,Yes,14.72
0.9937,3.29,10,5,W,Yes,13.9
0.9918,3.07,10.4,5,W,Yes,15.24
0.9934,3.03,9.2,5,W,Yes,14.08
0.991,3.31,12.6,6,W,No,18.14
0.9962,3.1,9,5,W,Yes,7.02
0.9932,3.03,9.2,6,W,No,17.12
0.9908,2.99,11.3,5,W,Yes,17.6
0.9962,3.12,10.3,4,W,Yes,11.01
0.9918,3.07,10.4,5,W,Yes,15.24
0.9941,2.96,10,5,W,Yes,14.69
0.9931,3.51,10.7,6,W,No,17.09
0.9981,3.41,9,5,W,Yes,8.2
0.9931,3.51,10.7,6,W,No,17.09
0.9944,3.3,8.7,4,W,Yes,9.45
0.992,3.09,11.6,7,W,No,24.28
0.9966,3.34,9.4,5,W,Yes,6.57
0.9956,3.31,9.5,5,W,Yes,10.35
0.9956,3.3,9.5,5,W,Yes,10.29
0.9949,3.37,10.9,6,W,No,17.51
1.0002,3.22,9.7,5,W,Yes,5.26
0.9942,3.08,9.1,6,W,No,12.23
0.9923,3.1,11.1,7,W,No,22.46
0.9917,2.96,12.6,7,W,No,23.45
0.9931,3.35,11,6,W,No,18.2
0.992,3,11.3,7,W,No,24.77
1.0002,3.22,9.7,5,W,Yes,5.26
0.9953,2.96,10.9,7,W,No,16.68
0.9951,2.97,10.9,5,W,Yes,10.35
0.9974,3.17,9.3,6,W,No,5.6
0.9904,3.22,12.7,7,W,No,24.41
0.9974,3.37,10.1,6,W,No,10.28
0.9944,3.18,10,5,W,Yes,14.42
1.0004,3.49,9.8,5,W,Yes,7.26
0.9952,3.29,10.1,6,W,No,12.22
0.9956,3.43,9,7,W,No,13.67
0.995,3.28,9.4,6,W,No,11.4
0.995,3.28,9.4,6,W,No,11.4
0.9995,3.03,9.2,6,W,No,6.27
0.9942,3.36,10.1,7,W,No,15.94
0.9977,3.06,8.6,5,W,Yes,8.85
0.992,3.55,11.2,8,W,No,21.44
0.992,3.17,11.2,8,W,No,26.96
0.9995,3.03,9.2,6,W,No,6.27
0.9934,3.19,10.6,7,W,No,19.26
1.0006,3.01,9.3,6,W,No,6.44
0.9982,3.05,8.9,6,W,No,8.01
0.9928,3.42,10.6,6,W,No,17.4
0.9945,3.1,10.6,7,W,No,17.24
0.9963,3.09,8.8,5,W,Yes,5.84
0.9906,3.59,11,8,W,No,23.21
0.9956,3.32,10.2,6,W,No,9.63
0.9942,3.36,10.1,7,W,No,15.94
0.9962,3.31,10.1,6,W,No,7.71
0.9894,3.39,14,7,W,No,26.31
0.995,3.28,9.4,6,W,No,11.4
0.9908,3.27,11.8,6,W,No,18.85
0.9914,3.44,11.4,5,W,Yes,14.97
0.9938,3.12,10.7,5,W,Yes,10.45
0.9977,3.06,8.6,5,W,Yes,8.85
0.9922,3.51,11.5,7,W,No,18.03
0.992,3.55,11.2,8,W,No,21.44
0.9903,3.3,12.6,7,W,No,24.73
0.9893,3.21,12.6,7,W,No,25.78
0.9952,3.04,9.3,4,W,Yes,9.84
0.9903,3.3,12.6,7,W,No,24.73
0.9912,3.06,12.1,6,W,No,22.43
0.9983,3.52,9.9,6,W,No,9.88
0.9937,3.28,10.7,5,W,Yes,14.71
0.9932,3.26,10,4,W,Yes,10.87
0.9928,3.13,10.4,8,W,No,24.38
0.9922,3.29,10.5,5,W,Yes,14.56
0.9976,3.31,9.7,5,W,Yes,6.35
0.9922,3.29,10.5,5,W,Yes,14.56
0.9974,3.28,9,5,W,Yes,5.82
0.998,3.54,9.2,6,W,No,8.19
0.9931,3.17,10.1,6,W,No,17.52
0.9911,3.35,11.4,7,W,No,22.37
0.9944,2.93,10.8,5,W,Yes,16.83
0.9937,2.96,10.9,5,W,Yes,16.91
0.9974,3.2,9.2,6,W,No,9.25
0.989,3.12,12.9,7,W,No,26.99
0.992,3.23,12,7,W,No,20.16
0.9928,3.27,9.5,5,W,Yes,13.23
0.9918,3.06,11.8,7,W,No,21.69
0.9936,3.19,9.1,6,W,No,15.92
0.9944,3.2,9.7,6,W,No,14.19
0.9988,3.17,9.1,5,W,Yes,5
0.994,2.99,10,5,W,Yes,14.42
0.9953,3.25,10.4,5,W,Yes,11.3
0.9986,3.44,9.5,6,W,No,8.72
0.9914,3.4,12.3,8,W,No,23.74
0.9934,3.42,11.7,8,W,No,18.97
0.996,3.14,9.5,5,W,Yes,11.93
0.9937,2.99,11.5,5,W,Yes,12.33
0.9921,3.14,10.6,6,W,No,19.25
0.998,3.17,10.2,5,W,Yes,8.79
0.996,3.14,9.5,5,W,Yes,11.93
0.9933,3.25,10.5,5,W,Yes,14.55
0.9933,3.26,10.5,5,W,Yes,14.6
0.9959,3.14,8.9,5,W,Yes,6.67
0.9936,3.03,10.6,5,W,Yes,16.39
0.9953,3.17,9.5,5,W,Yes,13.68
0.9938,3.2,10.8,6,W,No,14.55
0.9952,3.14,9.5,5,W,Yes,7.93
0.9959,3.13,8.9,5,W,Yes,6.62
0.9959,3.14,8.9,5,W,Yes,6.67
0.9937,3.31,9.4,4,W,Yes,10.06
0.992,3.5,10.6,6,W,No,16.87
0.9967,3.47,9,4,W,Yes,5.57
0.9944,3.42,10.5,4,W,Yes,10.18
0.9998,3.16,9,6,W,No,5.24
0.9998,3.16,9,6,W,No,5.24
0.9942,3.27,9.4,6,W,No,13.15
0.9998,3.16,9,6,W,No,5.24
0.9945,3.29,9.6,6,W,No,16.21
0.9998,3.16,9,6,W,No,5.24
0.9946,3.15,10.2,7,W,No,15.27
0.9942,3.27,9.4,6,W,No,13.15
0.9928,3.07,10.4,6,W,No,19.43
0.9946,3.52,10.4,5,W,Yes,8.47
0.9927,3.23,9.5,5,W,Yes,13.91
0.9938,3.22,10.6,6,W,No,18.35
0.9918,3.21,11,5,W,Yes,16.13
0.9945,3.29,9.6,6,W,No,16.21
0.9966,3.38,9.9,6,W,No,13.07
0.9954,3.14,9.6,5,W,Yes,9.89
0.9913,3.01,12.8,6,W,No,23.61
0.9931,3.42,11.4,5,W,Yes,14.67
0.9986,3.41,10,6,W,No,9.9
0.9965,3,9.1,5,W,Yes,6.57
0.9984,3.36,9.4,7,W,No,8.48
0.9952,3.46,10.2,6,W,No,15.69
0.9956,2.97,9.2,5,W,Yes,12.69
0.9949,3.23,9.4,5,W,Yes,10.05
0.9954,3.14,9.6,5,W,Yes,9.89
0.996,3.12,10.1,6,W,No,10.32
0.9931,3.42,11.4,5,W,Yes,14.67
0.992,3.21,10.6,6,W,No,17.61
0.9912,3.18,12.8,7,W,No,24.08
0.9978,3.12,8.9,5,W,Yes,7.46
0.9938,3.09,9.3,5,W,Yes,13.85
0.9914,3.25,11.1,8,W,No,25.12
0.9932,3.13,9.9,6,W,No,17.58
0.9944,3.1,9.6,5,W,Yes,13.88
0.9913,3.01,12.8,6,W,No,23.61
0.9948,3.16,10.7,7,W,No,18.5
0.998,2.96,9.2,6,W,No,9.2
0.9998,3.36,9.1,7,W,No,9.21
0.9964,3.33,9.6,6,W,No,9
0.9992,3.03,9.2,6,W,No,9.02
0.9948,3.16,10.7,7,W,No,18.5
0.9998,3.36,9.1,7,W,No,9.21
0.998,2.96,9.2,6,W,No,9.2
0.9939,3,10.7,7,W,No,18.07
0.992,3.3,10.8,6,W,No,18.14
0.9922,3.3,10.8,7,W,No,21.41
0.9955,3.1,9,5,W,Yes,6.72
0.9917,3.48,10.7,6,W,No,16.95
0.9917,3.48,10.7,6,W,No,16.95
0.9954,3.19,9.4,5,W,Yes,13.23
0.9986,2.94,8.8,6,W,No,7.41
0.9955,3.1,9,5,W,Yes,6.72
0.9917,3.42,11.5,6,W,No,18.48
0.9907,3.23,12.5,6,W,No,21.72
0.9922,2.96,10.5,6,W,No,20.28
